,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_fiblr__bin_num_percent,param_fiblr__eta,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
19,207.03643875122071,1.3867730500294628,1.8460640907287598,0.007488310598717339,1,1,"{'fiblr__bin_num_percent': 1, 'fiblr__eta': 1}",0.9367977528089888,0.9410112359550562,0.9051966292134831,0.949438202247191,0.9424157303370787,0.9521800281293952,0.8769338959212377,0.8143459915611815,0.9648382559774965,0.9528832630098453,0.9236120871398454,0.04394968123760075,1,0.9950023426518819,0.9951585194440106,0.9946119006715602,0.9947680774636889,0.9944557238794315,0.9957838850718301,0.9954715802623361,0.9964084946908183,0.9952373516552155,0.9947688944409744,0.9951666770231749,0.0005637760087110137
18,206.5810557603836,0.972428584611334,1.8462804794311523,0.008126344820791564,1,0.1,"{'fiblr__bin_num_percent': 1, 'fiblr__eta': 0.1}",0.9094101123595506,0.9164325842696629,0.8946629213483146,0.9325842696629213,0.9171348314606742,0.9275668073136427,0.8628691983122363,0.7925457102672293,0.9345991561181435,0.9310829817158931,0.9018973998594518,0.04188650201703711,2,0.9695455255349055,0.9695455255349055,0.9704825862876777,0.9718881774168359,0.9680618460096829,0.9681449094316052,0.969628357276702,0.9759525296689568,0.9714241099312929,0.97158026233604,0.9706253829428604,0.002181605077390868
17,206.72812974452972,0.9679072272005446,1.8481263637542724,0.00689451559880956,1,0.01,"{'fiblr__bin_num_percent': 1, 'fiblr__eta': 0.01}",0.8335674157303371,0.8497191011235955,0.8293539325842697,0.863061797752809,0.848314606741573,0.8565400843881856,0.79957805907173,0.7348804500703235,0.8684950773558369,0.860056258790436,0.8343640196767392,0.0383340618886812,3,0.8843510854287053,0.8834921130719975,0.8826331407152898,0.8823988755270967,0.8895830079650164,0.887101811367895,0.8847595252966896,0.8931917551530294,0.8814022485946283,0.8836664584634604,0.8852580021583808,0.003488601943137194
14,164.35109646320342,0.49439255923342373,1.432522678375244,0.0056528102284874576,0.1,0.1,"{'fiblr__bin_num_percent': 0.1, 'fiblr__eta': 0.1}",0.8096910112359551,0.8328651685393258,0.7668539325842697,0.851123595505618,0.8300561797752809,0.849507735583685,0.7257383966244726,0.679324894514768,0.8565400843881856,0.829817158931083,0.8031623330990865,0.056823570703925984,4,0.8838044666562549,0.882711229111354,0.8871622676870217,0.8812275495861315,0.8820865219428393,0.8823391630231106,0.8815584009993754,0.8931917551530294,0.8803872579637726,0.8819487820112429,0.8836417394134133,0.003636358369365165
16,205.7625155210495,0.8436874871849199,1.8475397825241089,0.009403355998046228,1,0.001,"{'fiblr__bin_num_percent': 1, 'fiblr__eta': 0.001}",0.7773876404494382,0.7949438202247191,0.7956460674157303,0.7942415730337079,0.7837078651685393,0.7911392405063291,0.7932489451476793,0.7749648382559775,0.8052039381153305,0.7812939521800282,0.7891777933942375,0.009004922266879501,5,0.8026706231454006,0.8046228330470092,0.8042323910666875,0.8026706231454006,0.803217241917851,0.8025452841973766,0.8054341036851967,0.8082448469706434,0.8002810743285447,0.8002029981261711,0.8034122019630281,0.002270974807831402
2,121.07396137714386,0.21812320077372696,0.9235482215881348,0.00760414547518068,0,0.1,"{'fiblr__bin_num_percent': 0, 'fiblr__eta': 0.1}",0.7598314606741573,0.7745786516853933,0.7689606741573034,0.7872191011235955,0.7591292134831461,0.7679324894514767,0.7651195499296765,0.7686357243319268,0.7939521800281294,0.7644163150492265,0.7709768095572733,0.01079511859773893,6,0.7807277838513197,0.7761205684835234,0.7797126347024832,0.7786974855536467,0.7791660159300328,0.7781074328544659,0.7726420986883198,0.7796689569019363,0.7745159275452842,0.7774047470331044,0.7776763651544116,0.002422850009624885
13,164.54861497879028,0.541241269237191,1.4323972940444947,0.004712240658106537,0.1,0.01,"{'fiblr__bin_num_percent': 0.1, 'fiblr__eta': 0.01}",0.7710674157303371,0.8033707865168539,0.7556179775280899,0.8040730337078652,0.7907303370786517,0.80098452883263,0.6997187060478199,0.670182841068917,0.8073136427566807,0.7981715893108298,0.7701335207308503,0.04577161495941558,7,0.8162580040605966,0.8207090426362642,0.8225050757457442,0.8217241917851007,0.8193815399031704,0.816052467207995,0.8243285446595877,0.8362742036227357,0.8152717051842598,0.8209712679575265,0.821347604276298,0.005731010275586819
15,164.403626203537,0.9451758594277462,1.4324482440948487,0.00491359876740626,0.1,1,"{'fiblr__bin_num_percent': 0.1, 'fiblr__eta': 1}",0.7289325842696629,0.7584269662921348,0.7745786516853933,0.8490168539325843,0.7591292134831461,0.8417721518987342,0.7278481012658228,0.6090014064697609,0.7609001406469761,0.8368495077355836,0.7646521433591005,0.06730303930411789,8,0.8244572856473528,0.8103232859597064,0.8904419803217242,0.8794315164766515,0.8061065125722318,0.8827295440349782,0.8691442848219862,0.7936445971267958,0.8152717051842598,0.8813241723922548,0.8452874884537941,0.036378450736373365
12,163.8325135946274,0.7571027245741764,1.4336434602737427,0.004420918010837231,0.1,0.001,"{'fiblr__bin_num_percent': 0.1, 'fiblr__eta': 0.001}",0.7507022471910112,0.7703651685393258,0.7584269662921348,0.7633426966292135,0.7612359550561798,0.7609001406469761,0.7637130801687764,0.7278481012658228,0.7770745428973277,0.7651195499296765,0.7598735066760366,0.012546629367336045,9,0.7746368889583009,0.7747930657504295,0.7750273309386225,0.7769014524441668,0.7797126347024832,0.7799031855090568,0.7756870705808869,0.7826358525921299,0.771627108057464,0.7783416614615865,0.7769266250995126,0.0030699130801403194
3,120.91200377941132,0.3195931606604027,0.9266189575195313,0.008518952800479325,0,1,"{'fiblr__bin_num_percent': 0, 'fiblr__eta': 1}",0.7450842696629213,0.7485955056179775,0.764747191011236,0.7521067415730337,0.7626404494382022,0.7672292545710268,0.760196905766526,0.7419127988748242,0.7580872011251758,0.7587904360056259,0.7559381588193956,0.00814848995181535,10,0.7719037950960487,0.7515227237232547,0.7761986568795877,0.7509761049508044,0.7797907230985476,0.7742816989381637,0.7514834478450968,0.7599156777014366,0.7466427232979388,0.7745159275452842,0.7637231479076163,0.012149406666495836
