,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_LogisticRegression__C,param_LogisticRegression__max_iter,param_LogisticRegression__multi_class,param_LogisticRegression__solver,param_LogisticRegression__tol,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
131,0.6241427898406983,0.06094535852994378,0.0008524656295776367,3.0488180738614433e-05,0.1,50,ovr,sag,0.001,"{'LogisticRegression__C': 0.1, 'LogisticRegression__max_iter': 50, 'LogisticRegression__multi_class': 'ovr', 'LogisticRegression__solver': 'sag', 'LogisticRegression__tol': 0.001}",0.32990750256937307,0.32065775950668035,0.3473792394655704,0.32168550873586843,0.3494347379239466,0.34575569358178054,0.2991718426501035,0.3188405797101449,0.36438923395445133,0.32919254658385094,0.33264569365652397,0.018073622330084187,1,0.3401742719559734,0.3369639990827792,0.34315523962393946,0.3319192845677597,0.3368493464801651,0.34047428113185935,0.3333715202199565,0.34161988773055335,0.34391110092794136,0.3411616450910757,0.3389600576812003,0.003834642635700445
146,0.6165725469589234,0.10135907152738469,0.0008538007736206054,2.7354716469150287e-05,0.1,100,ovr,sag,0.001,"{'LogisticRegression__C': 0.1, 'LogisticRegression__max_iter': 100, 'LogisticRegression__multi_class': 'ovr', 'LogisticRegression__solver': 'sag', 'LogisticRegression__tol': 0.001}",0.32990750256937307,0.32065775950668035,0.3473792394655704,0.32168550873586843,0.3494347379239466,0.34575569358178054,0.2991718426501035,0.3188405797101449,0.36438923395445133,0.32919254658385094,0.33264569365652397,0.018073622330084187,1,0.3401742719559734,0.3369639990827792,0.34315523962393946,0.3319192845677597,0.3368493464801651,0.34047428113185935,0.3333715202199565,0.34161988773055335,0.34391110092794136,0.3411616450910757,0.3389600576812003,0.003834642635700445
161,0.6226029396057129,0.07923616852459628,0.0008433818817138672,3.6010709354417994e-05,0.1,150,ovr,sag,0.001,"{'LogisticRegression__C': 0.1, 'LogisticRegression__max_iter': 150, 'LogisticRegression__multi_class': 'ovr', 'LogisticRegression__solver': 'sag', 'LogisticRegression__tol': 0.001}",0.32990750256937307,0.32065775950668035,0.3473792394655704,0.32168550873586843,0.3494347379239466,0.34575569358178054,0.2991718426501035,0.3188405797101449,0.36438923395445133,0.32919254658385094,0.33264569365652397,0.018073622330084187,1,0.3401742719559734,0.3369639990827792,0.34315523962393946,0.3319192845677597,0.3368493464801651,0.34047428113185935,0.3333715202199565,0.34161988773055335,0.34391110092794136,0.3411616450910757,0.3389600576812003,0.003834642635700445
176,0.5845936298370361,0.062293520412890144,0.0008330821990966796,3.260112321309021e-05,0.1,200,ovr,sag,0.001,"{'LogisticRegression__C': 0.1, 'LogisticRegression__max_iter': 200, 'LogisticRegression__multi_class': 'ovr', 'LogisticRegression__solver': 'sag', 'LogisticRegression__tol': 0.001}",0.32990750256937307,0.32065775950668035,0.3473792394655704,0.32168550873586843,0.3494347379239466,0.34575569358178054,0.2991718426501035,0.3188405797101449,0.36438923395445133,0.32919254658385094,0.33264569365652397,0.018073622330084187,1,0.3401742719559734,0.3369639990827792,0.34315523962393946,0.3319192845677597,0.3368493464801651,0.34047428113185935,0.3333715202199565,0.34161988773055335,0.34391110092794136,0.3411616450910757,0.3389600576812003,0.003834642635700445
120,0.5698030233383179,0.0596199317895521,0.0008379936218261719,3.253497354548548e-05,0.1,50,ovr,newton-cg,1e-05,"{'LogisticRegression__C': 0.1, 'LogisticRegression__max_iter': 50, 'LogisticRegression__multi_class': 'ovr', 'LogisticRegression__solver': 'newton-cg', 'LogisticRegression__tol': 1e-05}",0.328879753340185,0.32065775950668035,0.3473792394655704,0.32168550873586843,0.3494347379239466,0.34575569358178054,0.2991718426501035,0.3188405797101449,0.36438923395445133,0.32919254658385094,0.3325425477050026,0.01809187828462362,5,0.33937170373767483,0.33707865168539325,0.34315523962393946,0.3319192845677597,0.3368493464801651,0.34047428113185935,0.3333715202199565,0.34150532707068393,0.34391110092794136,0.3411616450910757,0.33887981005364487,0.0038030871638066745
121,0.5595465660095215,0.07745860774155501,0.0008329391479492187,3.212414103292737e-05,0.1,50,ovr,newton-cg,0.0001,"{'LogisticRegression__C': 0.1, 'LogisticRegression__max_iter': 50, 'LogisticRegression__multi_class': 'ovr', 'LogisticRegression__solver': 'newton-cg', 'LogisticRegression__tol': 0.0001}",0.328879753340185,0.32065775950668035,0.3473792394655704,0.32168550873586843,0.3494347379239466,0.34575569358178054,0.2991718426501035,0.3188405797101449,0.36438923395445133,0.32919254658385094,0.3325425477050026,0.01809187828462362,5,0.33937170373767483,0.33707865168539325,0.34315523962393946,0.3319192845677597,0.3368493464801651,0.34047428113185935,0.3333715202199565,0.34150532707068393,0.34391110092794136,0.3411616450910757,0.33887981005364487,0.0038030871638066745
122,0.47939200401306153,0.0680216187682659,0.0008287429809570312,4.065564616324285e-05,0.1,50,ovr,newton-cg,0.001,"{'LogisticRegression__C': 0.1, 'LogisticRegression__max_iter': 50, 'LogisticRegression__multi_class': 'ovr', 'LogisticRegression__solver': 'newton-cg', 'LogisticRegression__tol': 0.001}",0.328879753340185,0.32065775950668035,0.3473792394655704,0.32168550873586843,0.3494347379239466,0.34575569358178054,0.2991718426501035,0.3188405797101449,0.36438923395445133,0.32919254658385094,0.3325425477050026,0.01809187828462362,5,0.33937170373767483,0.33707865168539325,0.34315523962393946,0.3319192845677597,0.3368493464801651,0.34047428113185935,0.3333715202199565,0.34150532707068393,0.34391110092794136,0.3411616450910757,0.33887981005364487,0.0038030871638066745
123,0.2671411752700806,0.04916061854271302,0.0008350610733032227,3.580015931843853e-05,0.1,50,ovr,lbfgs,1e-05,"{'LogisticRegression__C': 0.1, 'LogisticRegression__max_iter': 50, 'LogisticRegression__multi_class': 'ovr', 'LogisticRegression__solver': 'lbfgs', 'LogisticRegression__tol': 1e-05}",0.328879753340185,0.32065775950668035,0.3473792394655704,0.32168550873586843,0.3494347379239466,0.34575569358178054,0.2991718426501035,0.3188405797101449,0.36438923395445133,0.32919254658385094,0.3325425477050026,0.01809187828462362,5,0.33937170373767483,0.3369639990827792,0.34315523962393946,0.3319192845677597,0.3369639990827792,0.34047428113185935,0.3333715202199565,0.34150532707068393,0.34391110092794136,0.3411616450910757,0.33887981005364487,0.003802741502081605
124,0.28743035793304444,0.06320413880566961,0.0008339643478393555,2.760274560529122e-05,0.1,50,ovr,lbfgs,0.0001,"{'LogisticRegression__C': 0.1, 'LogisticRegression__max_iter': 50, 'LogisticRegression__multi_class': 'ovr', 'LogisticRegression__solver': 'lbfgs', 'LogisticRegression__tol': 0.0001}",0.328879753340185,0.32065775950668035,0.3473792394655704,0.32168550873586843,0.3494347379239466,0.34575569358178054,0.2991718426501035,0.3188405797101449,0.36438923395445133,0.32919254658385094,0.3325425477050026,0.01809187828462362,5,0.33937170373767483,0.3369639990827792,0.34315523962393946,0.3319192845677597,0.3369639990827792,0.34047428113185935,0.3333715202199565,0.34150532707068393,0.34391110092794136,0.3411616450910757,0.33887981005364487,0.003802741502081605
125,0.2433783769607544,0.02869364369363437,0.000848841667175293,3.273271760575016e-05,0.1,50,ovr,lbfgs,0.001,"{'LogisticRegression__C': 0.1, 'LogisticRegression__max_iter': 50, 'LogisticRegression__multi_class': 'ovr', 'LogisticRegression__solver': 'lbfgs', 'LogisticRegression__tol': 0.001}",0.328879753340185,0.32065775950668035,0.3473792394655704,0.32168550873586843,0.3494347379239466,0.34575569358178054,0.2991718426501035,0.3188405797101449,0.36438923395445133,0.32919254658385094,0.3325425477050026,0.01809187828462362,5,0.33937170373767483,0.3369639990827792,0.34315523962393946,0.3319192845677597,0.3369639990827792,0.34047428113185935,0.3333715202199565,0.34150532707068393,0.34391110092794136,0.3411616450910757,0.33887981005364487,0.003802741502081605
